0	0.000000e+00
1	1.524771e-01
2	7.040277e-02
3	4.780456e-02
4	4.184356e-02
5	3.137517e-02
6	3.210891e-02
7	2.076071e-02
8	2.105942e-02
9	1.568332e-02
10	1.269878e-02
11	1.210250e-02
12	8.952722e-03
13	1.225156e-02
14	1.254969e-02
15	1.090745e-02
16	1.045632e-02
17	7.777703e-03
18	7.777703e-03
19	4.479091e-03
20	8.804839e-03
21	6.113614e-03
22	8.657595e-03
23	6.566551e-03
24	4.784844e-03
25	4.172947e-03
26	4.784844e-03
27	5.526067e-03
28	4.172947e-03
29	4.021550e-03
30	6.872489e-03
31	7.479930e-03
32	5.233415e-03
33	3.724155e-03
34	5.965230e-03
35	6.113614e-03
36	4.935956e-03
37	4.325688e-03
38	4.479091e-03
39	3.432425e-03
40	3.140302e-03
41	3.577888e-03
42	3.432425e-03
43	3.286861e-03
44	3.286861e-03
45	2.539179e-03
46	2.992131e-03
47	3.871930e-03
48	2.387926e-03
49	2.992131e-03
50	2.992131e-03
51	4.021550e-03
52	2.387926e-03
53	1.794183e-03
54	3.140303e-03
55	2.089447e-03
56	2.237951e-03
57	1.645242e-03
58	2.237951e-03
59	2.089447e-03
60	1.645242e-03
61	1.941883e-03
62	3.286861e-03
63	2.237951e-03
64	1.042765e-03
65	7.487172e-04
66	1.941883e-03
67	2.539179e-03
68	1.941883e-03
69	2.387926e-03
70	1.941883e-03
71	3.286861e-03
72	1.941883e-03
73	1.042765e-03
74	2.089447e-03
75	2.237951e-03
76	2.387926e-03
77	2.089447e-03
78	8.957485e-04
79	2.387926e-03
80	1.342940e-03
81	1.042765e-03
82	2.387926e-03
83	1.042765e-03
84	3.432426e-03
85	8.957485e-04
86	8.957485e-04
87	1.645242e-03
88	2.237951e-03
89	1.342940e-03
90	1.645242e-03
91	1.342940e-03
92	1.494605e-03
93	1.042765e-03
94	2.387926e-03
95	2.387926e-03
96	3.286861e-03
97	1.494605e-03
98	1.941883e-03
99	1.645242e-03
100	5.989766e-04
101	2.539179e-03
102	2.089447e-03
103	3.140302e-03
104	1.794183e-03
105	1.042765e-03
106	2.089447e-03
107	5.989766e-04
108	1.191832e-03
109	1.342940e-03
110	1.342940e-03
111	7.487172e-04
112	1.794183e-03
113	7.487172e-04
114	1.494605e-03
115	1.794183e-03
116	1.191833e-03
117	8.957485e-04
118	2.089447e-03
119	1.494605e-03
120	2.690940e-03
121	1.191832e-03
122	7.487172e-04
123	4.466353e-04
124	1.342940e-03
125	1.494605e-03
126	1.342940e-03
127	1.498834e-04
128	2.089447e-03
129	5.989767e-04
130	8.957485e-04
131	1.794184e-03
132	8.957485e-04
133	1.191832e-03
134	7.487172e-04
135	8.957485e-04
136	1.191832e-03
137	1.191832e-03
138	7.487172e-04
139	1.042765e-03
140	5.989767e-04
141	1.042765e-03
142	5.989766e-04
143	8.957485e-04
144	5.989767e-04
145	1.191832e-03
146	1.941883e-03
147	1.342940e-03
148	1.042765e-03
149	1.042765e-03
150	7.487172e-04
151	2.387926e-03
152	1.645242e-03
153	8.957485e-04
154	2.089447e-03
155	1.042765e-03
156	1.191832e-03
157	1.794184e-03
158	5.989766e-04
159	1.042765e-03
160	8.957485e-04
161	5.989767e-04
162	1.191832e-03
163	5.989767e-04
164	2.089447e-03
165	7.487172e-04
166	8.957485e-04
167	4.466353e-04
168	1.645242e-03
169	2.961896e-04
170	4.466353e-04
171	5.989767e-04
172	4.466353e-04
173	8.957485e-04
174	7.487172e-04
175	4.466353e-04
176	1.498834e-04
177	5.989767e-04
178	7.487172e-04
179	7.487172e-04
180	8.957485e-04
181	5.989767e-04
182	5.989767e-04
183	8.957485e-04
184	2.961896e-04
185	7.487172e-04
186	4.466353e-04
187	8.957485e-04
188	7.487172e-04
189	7.487172e-04
190	7.487172e-04
191	8.957486e-04
192	8.957486e-04
193	2.961896e-04
194	1.191832e-03
195	4.466353e-04
196	8.957486e-04
197	7.487172e-04
198	1.191832e-03
199	8.957486e-04
200	7.487172e-04
201	7.487172e-04
202	1.042765e-03
203	5.989766e-04
204	2.961896e-04
205	1.342940e-03
206	5.989766e-04
207	4.466353e-04
208	2.961896e-04
209	5.989766e-04
210	7.487172e-04
211	7.487172e-04
212	7.487172e-04
213	1.042765e-03
214	1.498834e-04
215	5.989766e-04
216	2.961896e-04
217	1.191832e-03
218	4.466353e-04
219	7.487172e-04
220	7.487172e-04
221	5.989766e-04
222	1.494605e-03
223	2.961896e-04
224	2.961896e-04
225	4.466353e-04
226	5.989766e-04
227	8.957485e-04
228	5.989766e-04
229	2.961896e-04
230	5.989766e-04
231	8.957486e-04
232	4.466353e-04
233	8.751822e-07
234	1.191832e-03
235	2.961896e-04
236	1.498834e-04
237	1.498834e-04
238	8.957486e-04
239	8.751822e-07
240	2.961896e-04
241	1.498834e-04
242	4.466353e-04
243	2.089447e-03
244	1.342940e-03
245	8.957485e-04
246	1.191832e-03
247	8.957485e-04
248	1.191832e-03
249	1.941883e-03
250	2.961896e-04
251	1.042765e-03
252	7.487172e-04
253	1.042765e-03
254	7.487172e-04
255	2.961896e-04
256	1.498834e-04
257	1.498834e-04
258	2.961896e-04
259	1.191832e-03
260	5.989767e-04
261	7.487172e-04
262	7.487172e-04
263	2.961896e-04
264	8.751822e-07
265	1.494605e-03
266	2.961896e-04
267	4.466353e-04
268	4.466353e-04
269	1.342940e-03
270	1.042765e-03
271	8.957485e-04
272	8.957485e-04
273	4.466353e-04
274	2.961896e-04
275	1.498834e-04
276	4.466353e-04
277	1.342940e-03
278	5.989767e-04
279	1.498834e-04
280	7.487172e-04
281	4.466353e-04
282	2.961896e-04
283	2.961896e-04
284	1.191832e-03
285	5.989767e-04
286	4.466353e-04
287	4.466353e-04
288	7.487172e-04
289	8.957485e-04
290	2.961896e-04
291	8.751822e-07
292	8.957485e-04
293	1.498834e-04
294	4.466353e-04
295	4.466353e-04
296	4.466353e-04
297	1.494605e-03
298	4.466353e-04
299	1.191832e-03
300	5.989767e-04
301	1.042765e-03
302	1.342940e-03
303	7.487172e-04
304	1.042765e-03
305	7.487172e-04
306	1.494605e-03
307	4.466353e-04
308	1.342940e-03
309	1.498834e-04
310	5.989767e-04
311	1.498834e-04
312	2.961896e-04
313	4.466353e-04
314	8.751822e-07
315	2.961896e-04
316	5.989767e-04
317	2.961896e-04
318	7.487172e-04
319	1.498834e-04
320	8.751822e-07
321	4.466353e-04
322	7.487172e-04
323	8.957485e-04
324	5.989767e-04
325	2.961896e-04
326	8.751822e-07
327	2.961896e-04
328	7.487172e-04
329	1.042765e-03
330	2.961896e-04
331	4.466353e-04
332	4.466353e-04
333	2.961896e-04
334	4.466353e-04
335	4.466353e-04
336	1.498834e-04
337	1.498834e-04
338	1.042765e-03
339	1.498834e-04
340	5.989767e-04
341	8.751822e-07
342	4.466353e-04
343	4.466353e-04
344	5.989767e-04
345	4.466353e-04
346	2.961896e-04
347	1.498834e-04
348	2.961896e-04
349	2.961896e-04
350	4.466353e-04
351	4.466353e-04
352	8.751822e-07
353	7.487172e-04
354	5.989767e-04
355	2.961896e-04
356	1.042765e-03
357	1.342940e-03
358	1.191832e-03
359	8.957485e-04
360	4.466353e-04
361	1.342940e-03
362	2.961896e-04
363	7.487172e-04
364	1.941883e-03
365	7.487172e-04
366	4.466353e-04
367	5.989767e-04
368	1.498834e-04
369	1.498834e-04
370	4.466353e-04
371	2.961896e-04
372	8.751822e-07
373	8.751822e-07
374	1.498834e-04
375	5.989767e-04
376	7.487172e-04
377	5.989767e-04
378	2.961896e-04
379	5.989767e-04
380	2.961896e-04
381	4.466353e-04
382	4.466353e-04
383	1.042765e-03
384	4.466353e-04
385	8.751822e-07
386	2.961896e-04
387	2.992131e-03
388	2.961896e-04
389	8.751822e-07
390	5.989767e-04
391	1.042765e-03
392	1.498834e-04
393	8.751822e-07
394	4.466353e-04
395	1.498834e-04
396	7.487172e-04
397	7.487172e-04
398	1.498834e-04
399	1.498834e-04
